PZN;ENR;Bearbeitungsnummer;Referenzierte Erstmeldung;Meldungsart;Beginn;Ende;Datum der letzten Meldung;Art des Grundes;Arzneimittlbezeichnung;Atc Code;Wirkstoffe;Krankenhausrelevant;Zulassungsinhaber;Telefon;E-Mail;Grund;Anm. zum Grund;Alternativpräparat;Datum der Erstmeldung;Info an Fachkreise;Darreichungsform;klassifikation
13426887;2197280;LE2026001377;LE2026000535;Änderungsmeldung;06.11.2025;31.12.2026;09.04.2026;Sonstige;ISOTRETINOIN BASICS 20 mg Weichkapseln;D10BA01;Isotretinoin;nein;Basics GmbH;N/A;dominik.lucke@sunpharma.com;Unzureichende Produktionskapazitäten;Die PZN 13426887 ist erst seit dem 02.01.2026 lieferunfähig.Die PZN 13426841 ist erst seit dem 07.01.2026 lieferunfähig.Die PZN 13426870 ist erst seit dem 04.05.2026 lieferunfähig.;N/A;06.02.2026;Nein;Weichkapsel;versrel
13426769;2197279;LE2026001376;LE2026000534;Änderungsmeldung;11.10.2025;31.12.2026;09.04.2026;Sonstige;ISOTRETINOIN BASICS 10 mg Weichkapseln;D10BA01;Isotretinoin;nein;Basics GmbH;N/A;dominik.lucke@sunpharma.com;Unzureichende Produktionskapazitäten;Die PZN 13426806 ist erst seit dem 25.11.2025 lieferunfähig.Die PZN 13426769 ist erst seit dem 01.12.2025 lieferunfähig.Die PZN 13426812 ist erst seit dem 02.04.2026 lieferunfähig.;N/A;06.02.2026;Nein;Weichkapsel;versrel
13426806;2197279;LE2026001376;LE2026000534;Änderungsmeldung;11.10.2025;31.12.2026;09.04.2026;Sonstige;ISOTRETINOIN BASICS 10 mg Weichkapseln;D10BA01;Isotretinoin;nein;Basics GmbH;N/A;dominik.lucke@sunpharma.com;Unzureichende Produktionskapazitäten;Die PZN 13426806 ist erst seit dem 25.11.2025 lieferunfähig.Die PZN 13426769 ist erst seit dem 01.12.2025 lieferunfähig.Die PZN 13426812 ist erst seit dem 02.04.2026 lieferunfähig.;N/A;06.02.2026;Nein;Weichkapsel;versrel
13426812;2197279;LE2026001376;LE2026000534;Änderungsmeldung;11.10.2025;31.12.2026;09.04.2026;Sonstige;ISOTRETINOIN BASICS 10 mg Weichkapseln;D10BA01;Isotretinoin;nein;Basics GmbH;N/A;dominik.lucke@sunpharma.com;Unzureichende Produktionskapazitäten;Die PZN 13426806 ist erst seit dem 25.11.2025 lieferunfähig.Die PZN 13426769 ist erst seit dem 01.12.2025 lieferunfähig.Die PZN 13426812 ist erst seit dem 02.04.2026 lieferunfähig.;N/A;06.02.2026;Nein;Weichkapsel;versrel
13426829;2197279;LE2026001376;LE2026000534;Änderungsmeldung;11.10.2025;31.12.2026;09.04.2026;Sonstige;ISOTRETINOIN BASICS 10 mg Weichkapseln;D10BA01;Isotretinoin;nein;Basics GmbH;N/A;dominik.lucke@sunpharma.com;Unzureichende Produktionskapazitäten;Die PZN 13426806 ist erst seit dem 25.11.2025 lieferunfähig.Die PZN 13426769 ist erst seit dem 01.12.2025 lieferunfähig.Die PZN 13426812 ist erst seit dem 02.04.2026 lieferunfähig.;N/A;06.02.2026;Nein;Weichkapsel;versrel
16940395;2205414;LE2026001375;N/A;Erstmeldung;02.04.2026;31.07.2026;09.04.2026;Sonstige;FAMPRIDIN BASICS 10 mg Retardtabletten;N07XX07;Fampridin;nein;Basics GmbH;N/A;dominik.lucke@sunpharma.com;Probleme beim Wirkstoffhersteller;N/A;N/A;09.04.2026;Nein;Retardtablette;versrel
16940403;2205414;LE2026001375;N/A;Erstmeldung;02.04.2026;31.07.2026;09.04.2026;Sonstige;FAMPRIDIN BASICS 10 mg Retardtabletten;N07XX07;Fampridin;nein;Basics GmbH;N/A;dominik.lucke@sunpharma.com;Probleme beim Wirkstoffhersteller;N/A;N/A;09.04.2026;Nein;Retardtablette;versrel
16940426;2205414;LE2026001375;N/A;Erstmeldung;02.04.2026;31.07.2026;09.04.2026;Sonstige;FAMPRIDIN BASICS 10 mg Retardtabletten;N07XX07;Fampridin;nein;Basics GmbH;N/A;dominik.lucke@sunpharma.com;Probleme beim Wirkstoffhersteller;N/A;N/A;09.04.2026;Nein;Retardtablette;versrel
08845234;2181441;LE2026001374;N/A;Erstmeldung;02.04.2026;31.12.2026;09.04.2026;Sonstige;ESOMEPRAZOL BASICS 40 mg magensaftresistente Tabletten;A02BC05;Esomeprazol-Hemimagnesium;nein;Basics GmbH;N/A;dominik.lucke@sunpharma.com;Probleme beim Wirkstoffhersteller;N/A;N/A;09.04.2026;Nein;magensaftresistente Tablette;weder versrel noch verskri
08845240;2181441;LE2026001374;N/A;Erstmeldung;02.04.2026;31.12.2026;09.04.2026;Sonstige;ESOMEPRAZOL BASICS 40 mg magensaftresistente Tabletten;A02BC05;Esomeprazol-Hemimagnesium;nein;Basics GmbH;N/A;dominik.lucke@sunpharma.com;Probleme beim Wirkstoffhersteller;N/A;N/A;09.04.2026;Nein;magensaftresistente Tablette;weder versrel noch verskri
15744367;2200519;LE2026001373;LE2025001820;Änderungsmeldung;22.05.2025;31.12.2026;09.04.2026;Produktionsproblem;ESOMEPRAZOL BASICS 40 mg magensaftresistente Hartkapseln;A02BC05;Esomeprazol-Hemimagnesium;nein;Basics GmbH;N/A;dominik.lucke@sunpharma.com;Probleme in der Herstellung;Die PZN 15744367 ist erst seit dem 18.11.2025 lieferunfähig.Die PZN 15744396 ist erst seit dem 12.02.2026 lieferunfähig.Die PZN 15744404 ist erst seit dem 09.04.2026 lieferunfähig.;N/A;27.05.2025;Nein;magensaftresistente Hartkapsel;weder versrel noch verskri
15744373;2200519;LE2026001373;LE2025001820;Änderungsmeldung;22.05.2025;31.12.2026;09.04.2026;Produktionsproblem;ESOMEPRAZOL BASICS 40 mg magensaftresistente Hartkapseln;A02BC05;Esomeprazol-Hemimagnesium;nein;Basics GmbH;N/A;dominik.lucke@sunpharma.com;Probleme in der Herstellung;Die PZN 15744367 ist erst seit dem 18.11.2025 lieferunfähig.Die PZN 15744396 ist erst seit dem 12.02.2026 lieferunfähig.Die PZN 15744404 ist erst seit dem 09.04.2026 lieferunfähig.;N/A;27.05.2025;Nein;magensaftresistente Hartkapsel;weder versrel noch verskri
15744396;2200519;LE2026001373;LE2025001820;Änderungsmeldung;22.05.2025;31.12.2026;09.04.2026;Produktionsproblem;ESOMEPRAZOL BASICS 40 mg magensaftresistente Hartkapseln;A02BC05;Esomeprazol-Hemimagnesium;nein;Basics GmbH;N/A;dominik.lucke@sunpharma.com;Probleme in der Herstellung;Die PZN 15744367 ist erst seit dem 18.11.2025 lieferunfähig.Die PZN 15744396 ist erst seit dem 12.02.2026 lieferunfähig.Die PZN 15744404 ist erst seit dem 09.04.2026 lieferunfähig.;N/A;27.05.2025;Nein;magensaftresistente Hartkapsel;weder versrel noch verskri
15744404;2200519;LE2026001373;LE2025001820;Änderungsmeldung;22.05.2025;31.12.2026;09.04.2026;Produktionsproblem;ESOMEPRAZOL BASICS 40 mg magensaftresistente Hartkapseln;A02BC05;Esomeprazol-Hemimagnesium;nein;Basics GmbH;N/A;dominik.lucke@sunpharma.com;Probleme in der Herstellung;Die PZN 15744367 ist erst seit dem 18.11.2025 lieferunfähig.Die PZN 15744396 ist erst seit dem 12.02.2026 lieferunfähig.Die PZN 15744404 ist erst seit dem 09.04.2026 lieferunfähig.;N/A;27.05.2025;Nein;magensaftresistente Hartkapsel;weder versrel noch verskri
08845205;2181440;LE2026001372;N/A;Erstmeldung;02.04.2026;31.12.2026;09.04.2026;Sonstige;ESOMEPRAZOL BASICS 20 mg magensaftresistente Tabletten;A02BC05;Esomeprazol-Hemimagnesium;nein;Basics GmbH;N/A;dominik.lucke@sunpharma.com;Probleme beim Wirkstoffhersteller;N/A;N/A;09.04.2026;Nein;magensaftresistente Tablette;weder versrel noch verskri
08845211;2181440;LE2026001372;N/A;Erstmeldung;02.04.2026;31.12.2026;09.04.2026;Sonstige;ESOMEPRAZOL BASICS 20 mg magensaftresistente Tabletten;A02BC05;Esomeprazol-Hemimagnesium;nein;Basics GmbH;N/A;dominik.lucke@sunpharma.com;Probleme beim Wirkstoffhersteller;N/A;N/A;09.04.2026;Nein;magensaftresistente Tablette;weder versrel noch verskri
15744321;2200518;LE2026001371;LE2025001819;Änderungsmeldung;22.05.2025;31.12.2026;09.04.2026;Produktionsproblem;ESOMEPRAZOL BASICS 20 mg magensaftresistente Hartkapseln;A02BC05;Esomeprazol-Hemimagnesium;nein;Basics GmbH;N/A;dominik.lucke@sunpharma.com;Probleme in der Herstellung;Die PZN 15744321 ist erst seit dem 08.01.2026 lieferunfähig.Die PZN 15744344 ist erst seit dem 12.02.2026 lieferunfähig.Die PZN 15744350 ist erst seit dem 20.02.2026 lieferunfähig.;N/A;27.05.2025;Nein;magensaftresistente Hartkapsel;weder versrel noch verskri
15744338;2200518;LE2026001371;LE2025001819;Änderungsmeldung;22.05.2025;31.12.2026;09.04.2026;Produktionsproblem;ESOMEPRAZOL BASICS 20 mg magensaftresistente Hartkapseln;A02BC05;Esomeprazol-Hemimagnesium;nein;Basics GmbH;N/A;dominik.lucke@sunpharma.com;Probleme in der Herstellung;Die PZN 15744321 ist erst seit dem 08.01.2026 lieferunfähig.Die PZN 15744344 ist erst seit dem 12.02.2026 lieferunfähig.Die PZN 15744350 ist erst seit dem 20.02.2026 lieferunfähig.;N/A;27.05.2025;Nein;magensaftresistente Hartkapsel;weder versrel noch verskri
15744344;2200518;LE2026001371;LE2025001819;Änderungsmeldung;22.05.2025;31.12.2026;09.04.2026;Produktionsproblem;ESOMEPRAZOL BASICS 20 mg magensaftresistente Hartkapseln;A02BC05;Esomeprazol-Hemimagnesium;nein;Basics GmbH;N/A;dominik.lucke@sunpharma.com;Probleme in der Herstellung;Die PZN 15744321 ist erst seit dem 08.01.2026 lieferunfähig.Die PZN 15744344 ist erst seit dem 12.02.2026 lieferunfähig.Die PZN 15744350 ist erst seit dem 20.02.2026 lieferunfähig.;N/A;27.05.2025;Nein;magensaftresistente Hartkapsel;weder versrel noch verskri
15744350;2200518;LE2026001371;LE2025001819;Änderungsmeldung;22.05.2025;31.12.2026;09.04.2026;Produktionsproblem;ESOMEPRAZOL BASICS 20 mg magensaftresistente Hartkapseln;A02BC05;Esomeprazol-Hemimagnesium;nein;Basics GmbH;N/A;dominik.lucke@sunpharma.com;Probleme in der Herstellung;Die PZN 15744321 ist erst seit dem 08.01.2026 lieferunfähig.Die PZN 15744344 ist erst seit dem 12.02.2026 lieferunfähig.Die PZN 15744350 ist erst seit dem 20.02.2026 lieferunfähig.;N/A;27.05.2025;Nein;magensaftresistente Hartkapsel;weder versrel noch verskri
09482762;2175287;LE2026001368;LE2025004381;Änderungsmeldung;11.02.2025;31.12.2026;09.04.2026;Sonstige;CANDESARTAN BASICS 4 mg Tabletten;C09CA06;Candesartancilexetil;nein;Basics GmbH;N/A;dominik.lucke@sunpharma.com;Probleme beim Wirkstoffhersteller;Die PZN 09482785 ist erst seit dem 12.02.2026 lieferunfähig.;N/A;05.12.2025;Nein;Tablette;weder versrel noch verskri
09482779;2175287;LE2026001368;LE2025004381;Änderungsmeldung;11.02.2025;31.12.2026;09.04.2026;Sonstige;CANDESARTAN BASICS 4 mg Tabletten;C09CA06;Candesartancilexetil;nein;Basics GmbH;N/A;dominik.lucke@sunpharma.com;Probleme beim Wirkstoffhersteller;Die PZN 09482785 ist erst seit dem 12.02.2026 lieferunfähig.;N/A;05.12.2025;Nein;Tablette;weder versrel noch verskri
09482785;2175287;LE2026001368;LE2025004381;Änderungsmeldung;11.02.2025;31.12.2026;09.04.2026;Sonstige;CANDESARTAN BASICS 4 mg Tabletten;C09CA06;Candesartancilexetil;nein;Basics GmbH;N/A;dominik.lucke@sunpharma.com;Probleme beim Wirkstoffhersteller;Die PZN 09482785 ist erst seit dem 12.02.2026 lieferunfähig.;N/A;05.12.2025;Nein;Tablette;weder versrel noch verskri
09482868;2180052;LE2026001367;LE2025004384;Änderungsmeldung;24.11.2025;31.12.2026;09.04.2026;Sonstige;CANDESARTAN BASICS 32 mg Tabletten;C09CA06;Candesartancilexetil;nein;Basics GmbH;N/A;dominik.lucke@sunpharma.com;Probleme beim Wirkstoffhersteller;Die PZN 09482880 ist erst seit dem 12.02.2026 lieferunfähig.;N/A;05.12.2025;Nein;Tablette;weder versrel noch verskri
09482874;2180052;LE2026001367;LE2025004384;Änderungsmeldung;24.11.2025;31.12.2026;09.04.2026;Sonstige;CANDESARTAN BASICS 32 mg Tabletten;C09CA06;Candesartancilexetil;nein;Basics GmbH;N/A;dominik.lucke@sunpharma.com;Probleme beim Wirkstoffhersteller;Die PZN 09482880 ist erst seit dem 12.02.2026 lieferunfähig.;N/A;05.12.2025;Nein;Tablette;weder versrel noch verskri
09482880;2180052;LE2026001367;LE2025004384;Änderungsmeldung;24.11.2025;31.12.2026;09.04.2026;Sonstige;CANDESARTAN BASICS 32 mg Tabletten;C09CA06;Candesartancilexetil;nein;Basics GmbH;N/A;dominik.lucke@sunpharma.com;Probleme beim Wirkstoffhersteller;Die PZN 09482880 ist erst seit dem 12.02.2026 lieferunfähig.;N/A;05.12.2025;Nein;Tablette;weder versrel noch verskri
09482839;2175289;LE2026001366;LE2025004383;Änderungsmeldung;20.11.2025;31.12.2026;09.04.2026;Sonstige;CANDESARTAN BASICS 16 mg Tabletten;C09CA06;Candesartancilexetil;nein;Basics GmbH;N/A;dominik.lucke@sunpharma.com;Probleme beim Wirkstoffhersteller;Die PZN 09482845 ist erst seit dem 23.02.2026 lieferunfähig.Die PZN 09482839 ist erst seit dem 14.04.2026 lieferunfähig.;N/A;05.12.2025;Nein;Tablette;weder versrel noch verskri
09482845;2175289;LE2026001366;LE2025004383;Änderungsmeldung;20.11.2025;31.12.2026;09.04.2026;Sonstige;CANDESARTAN BASICS 16 mg Tabletten;C09CA06;Candesartancilexetil;nein;Basics GmbH;N/A;dominik.lucke@sunpharma.com;Probleme beim Wirkstoffhersteller;Die PZN 09482845 ist erst seit dem 23.02.2026 lieferunfähig.Die PZN 09482839 ist erst seit dem 14.04.2026 lieferunfähig.;N/A;05.12.2025;Nein;Tablette;weder versrel noch verskri
09482851;2175289;LE2026001366;LE2025004383;Änderungsmeldung;20.11.2025;31.12.2026;09.04.2026;Sonstige;CANDESARTAN BASICS 16 mg Tabletten;C09CA06;Candesartancilexetil;nein;Basics GmbH;N/A;dominik.lucke@sunpharma.com;Probleme beim Wirkstoffhersteller;Die PZN 09482845 ist erst seit dem 23.02.2026 lieferunfähig.Die PZN 09482839 ist erst seit dem 14.04.2026 lieferunfähig.;N/A;05.12.2025;Nein;Tablette;weder versrel noch verskri
09482791;2175288;LE2026001365;LE2025004382;Änderungsmeldung;22.11.2025;31.12.2026;09.04.2026;Sonstige;CANDESARTAN BASICS 8 mg Tabletten;C09CA06;Candesartancilexetil;nein;Basics GmbH;N/A;dominik.lucke@sunpharma.com;Probleme beim Wirkstoffhersteller;Die PZN 09482822 ist erst seit dem 12.02.2026 lieferunfähig.Die PZN 09482791 ist erst seit dem 09.04.2026 lieferunfähig.;N/A;05.12.2025;Nein;Tablette;weder versrel noch verskri
09482816;2175288;LE2026001365;LE2025004382;Änderungsmeldung;22.11.2025;31.12.2026;09.04.2026;Sonstige;CANDESARTAN BASICS 8 mg Tabletten;C09CA06;Candesartancilexetil;nein;Basics GmbH;N/A;dominik.lucke@sunpharma.com;Probleme beim Wirkstoffhersteller;Die PZN 09482822 ist erst seit dem 12.02.2026 lieferunfähig.Die PZN 09482791 ist erst seit dem 09.04.2026 lieferunfähig.;N/A;05.12.2025;Nein;Tablette;weder versrel noch verskri
09482822;2175288;LE2026001365;LE2025004382;Änderungsmeldung;22.11.2025;31.12.2026;09.04.2026;Sonstige;CANDESARTAN BASICS 8 mg Tabletten;C09CA06;Candesartancilexetil;nein;Basics GmbH;N/A;dominik.lucke@sunpharma.com;Probleme beim Wirkstoffhersteller;Die PZN 09482822 ist erst seit dem 12.02.2026 lieferunfähig.Die PZN 09482791 ist erst seit dem 09.04.2026 lieferunfähig.;N/A;05.12.2025;Nein;Tablette;weder versrel noch verskri
06330508;0914987;LE2026001364;LE2025002881;Änderungsmeldung;01.08.2025;31.12.2026;09.04.2026;Sonstige;Doxepin 75 Holsten;N06AA12;Doxepinhydrochlorid (Ph.Eur.);nein;Holsten Pharma GmbH;069300883138;l.gholami@holstenpharma.de;Erhöhte Nachfrage;N/A;N/A;12.08.2025;Vorgesehen;Filmtablette;versrel
06330514;0914987;LE2026001364;LE2025002881;Änderungsmeldung;01.08.2025;31.12.2026;09.04.2026;Sonstige;Doxepin 75 Holsten;N06AA12;Doxepinhydrochlorid (Ph.Eur.);nein;Holsten Pharma GmbH;069300883138;l.gholami@holstenpharma.de;Erhöhte Nachfrage;N/A;N/A;12.08.2025;Vorgesehen;Filmtablette;versrel
11083928;2191318;LE2026001363;LE2025004378;Änderungsmeldung;04.08.2025;31.12.2026;09.04.2026;Sonstige;ATORVASTATIN BASICS 30 mg Filmtabletten;C10AA05;Atorvastatin-Calcium-Trihydrat (Ph.Eur.);nein;Basics GmbH;N/A;dominik.lucke@sunpharma.com;Probleme beim Wirkstoffhersteller;Die PZN 11083934 ist erst seit dem 12.02.2026 lieferunfähig.Die PZN 11083940 ist erst seit dem 11.03.2026 lieferunfähig.;N/A;05.12.2025;Nein;Filmtablette;versrel
11083934;2191318;LE2026001363;LE2025004378;Änderungsmeldung;04.08.2025;31.12.2026;09.04.2026;Sonstige;ATORVASTATIN BASICS 30 mg Filmtabletten;C10AA05;Atorvastatin-Calcium-Trihydrat (Ph.Eur.);nein;Basics GmbH;N/A;dominik.lucke@sunpharma.com;Probleme beim Wirkstoffhersteller;Die PZN 11083934 ist erst seit dem 12.02.2026 lieferunfähig.Die PZN 11083940 ist erst seit dem 11.03.2026 lieferunfähig.;N/A;05.12.2025;Nein;Filmtablette;versrel
11083940;2191318;LE2026001363;LE2025004378;Änderungsmeldung;04.08.2025;31.12.2026;09.04.2026;Sonstige;ATORVASTATIN BASICS 30 mg Filmtabletten;C10AA05;Atorvastatin-Calcium-Trihydrat (Ph.Eur.);nein;Basics GmbH;N/A;dominik.lucke@sunpharma.com;Probleme beim Wirkstoffhersteller;Die PZN 11083934 ist erst seit dem 12.02.2026 lieferunfähig.Die PZN 11083940 ist erst seit dem 11.03.2026 lieferunfähig.;N/A;05.12.2025;Nein;Filmtablette;versrel
11083957;2191319;LE2026001362;LE2026000964;Änderungsmeldung;05.03.2026;31.12.2026;09.04.2026;Sonstige;ATORVASTATIN BASICS 60 mg Filmtabletten;C10AA05;Atorvastatin-Calcium-Trihydrat (Ph.Eur.);nein;Basics GmbH;N/A;dominik.lucke@sunpharma.com;Probleme beim Wirkstoffhersteller;Die PZN 11083957 ist erst seit dem 24.03.2026 lieferunfähig.Die PZN 11083963 ist erst seit dem 27.03.2026 lieferunfähig.;N/A;13.03.2026;Nein;Filmtablette;versrel
11083963;2191319;LE2026001362;LE2026000964;Änderungsmeldung;05.03.2026;31.12.2026;09.04.2026;Sonstige;ATORVASTATIN BASICS 60 mg Filmtabletten;C10AA05;Atorvastatin-Calcium-Trihydrat (Ph.Eur.);nein;Basics GmbH;N/A;dominik.lucke@sunpharma.com;Probleme beim Wirkstoffhersteller;Die PZN 11083957 ist erst seit dem 24.03.2026 lieferunfähig.Die PZN 11083963 ist erst seit dem 27.03.2026 lieferunfähig.;N/A;13.03.2026;Nein;Filmtablette;versrel
11083992;2191319;LE2026001362;LE2026000964;Änderungsmeldung;05.03.2026;31.12.2026;09.04.2026;Sonstige;ATORVASTATIN BASICS 60 mg Filmtabletten;C10AA05;Atorvastatin-Calcium-Trihydrat (Ph.Eur.);nein;Basics GmbH;N/A;dominik.lucke@sunpharma.com;Probleme beim Wirkstoffhersteller;Die PZN 11083957 ist erst seit dem 24.03.2026 lieferunfähig.Die PZN 11083963 ist erst seit dem 27.03.2026 lieferunfähig.;N/A;13.03.2026;Nein;Filmtablette;versrel
00524329;2184305;LE2026001361;LE2025003633;Änderungsmeldung;13.06.2025;31.12.2026;09.04.2026;Sonstige;ATORVASTATIN BASICS 80 mg Filmtabletten;C10AA05;Atorvastatin-Calcium-Trihydrat (Ph.Eur.);nein;Basics GmbH;N/A;dominik.lucke@sunpharma.com;Probleme beim Wirkstoffhersteller;Die PZN 524329 ist erst seit dem 07.10.2025 lieferunfähig.;N/A;17.10.2025;Nein;Filmtablette;versrel
00524335;2184305;LE2026001361;LE2025003633;Änderungsmeldung;13.06.2025;31.12.2026;09.04.2026;Sonstige;ATORVASTATIN BASICS 80 mg Filmtabletten;C10AA05;Atorvastatin-Calcium-Trihydrat (Ph.Eur.);nein;Basics GmbH;N/A;dominik.lucke@sunpharma.com;Probleme beim Wirkstoffhersteller;Die PZN 524329 ist erst seit dem 07.10.2025 lieferunfähig.;N/A;17.10.2025;Nein;Filmtablette;versrel
07577688;2143815;LE2026001360;LE2024003452;Änderungsmeldung;18.09.2024;30.06.2026;09.04.2026;Produktionsproblem;Custodiol;B05XA16;"Calciumchlorid-Dihydrat; Histidin; Histidinhydrochlorid-Monohydrat; Kalium-hydrogen-2-oxopentandioat; Kaliumchlorid; Magnesiumchlorid-Hexahydrat; Mannitol (Ph.Eur.); Natriumchlorid; Tryptophan";ja;Dr. Franz Köhler Chemie GmbH;+49 6251 1083 373;f.helas@koehler-chemie.de;Probleme in der Herstellung;Identifizierte Stabilitätsprobleme innerhalb der Laufzeit bei Custodiol Flaschen (500 ml, 1000 ml). ;Custodiol - Einreichungsnummer: 2143815;17.09.2024;Vorgesehen;Kardioplege Lösung/Organkonservierungslösung;weder versrel noch verskri
08757671;2143815;LE2026001360;LE2024003452;Änderungsmeldung;18.09.2024;30.06.2026;09.04.2026;Produktionsproblem;Custodiol;B05XA16;"Calciumchlorid-Dihydrat; Histidin; Histidinhydrochlorid-Monohydrat; Kalium-hydrogen-2-oxopentandioat; Kaliumchlorid; Magnesiumchlorid-Hexahydrat; Mannitol (Ph.Eur.); Natriumchlorid; Tryptophan";ja;Dr. Franz Köhler Chemie GmbH;+49 6251 1083 373;f.helas@koehler-chemie.de;Probleme in der Herstellung;Identifizierte Stabilitätsprobleme innerhalb der Laufzeit bei Custodiol Flaschen (500 ml, 1000 ml). ;Custodiol - Einreichungsnummer: 2143815;17.09.2024;Vorgesehen;Kardioplege Lösung/Organkonservierungslösung;weder versrel noch verskri
18738232;2110717;LE2026001357;LE2026001058;Änderungsmeldung;16.03.2026;30.06.2026;09.04.2026;Sonstige;Nifedipin Denk 20 mg retard;C08CA05;Nifedipin;nein;Denk Pharma GmbH & Co. KG;N/A;theresa.arlt@denkpharma.de;Erhöhte Nachfrage;N/A;Nifedipin Denk 20 mg retard - Einreichungsnummer: 2110717;19.03.2026;Vorgesehen;Retardtablette;versrel
18738249;2110717;LE2026001357;LE2026001058;Änderungsmeldung;16.03.2026;30.06.2026;09.04.2026;Sonstige;Nifedipin Denk 20 mg retard;C08CA05;Nifedipin;nein;Denk Pharma GmbH & Co. KG;N/A;theresa.arlt@denkpharma.de;Erhöhte Nachfrage;N/A;Nifedipin Denk 20 mg retard - Einreichungsnummer: 2110717;19.03.2026;Vorgesehen;Retardtablette;versrel
16890177;2178672;LE2026001356;LE2026000658;Änderungsmeldung;17.02.2026;31.05.2026;09.04.2026;Sonstige;Pantoprazol Denk 40 mg magensaftresistente Tabletten;A02BC02;Pantoprazol-Natrium-Sesquihydrat;nein;Denk Pharma GmbH & Co. KG;N/A;theresa.arlt@denkpharma.de;Erhöhte Nachfrage;N/A;Pantoprazol Denk 40 mg magensaftresistente Tabletten - Einreichungsnummer: 2178672;19.02.2026;Vorgesehen;magensaftresistente Tablette;versrel
01214335;2138719;LE2026001353;LE2026000747;Änderungsmeldung;19.02.2026;30.06.2026;08.04.2026;Sonstige;Aminoven 10 %;B05BA01;"Alanin; Arginin; Glycin; Histidin; Isoleucin; Leucin; Lysinacetat; Methionin; Phenylalanin; Prolin; Serin; Taurin; Threonin; Tryptophan; Tyrosin; Valin";ja;Fresenius Kabi Deutschland GmbH;+49617268696715;tabea.ludwig@fresenius-kabi.com;Erhöhte Nachfrage;N/A;N/A;26.02.2026;Ja;Infusionslösung;weder versrel noch verskri
01214358;2138719;LE2026001353;LE2026000747;Änderungsmeldung;19.02.2026;30.06.2026;08.04.2026;Sonstige;Aminoven 10 %;B05BA01;"Alanin; Arginin; Glycin; Histidin; Isoleucin; Leucin; Lysinacetat; Methionin; Phenylalanin; Prolin; Serin; Taurin; Threonin; Tryptophan; Tyrosin; Valin";ja;Fresenius Kabi Deutschland GmbH;+49617268696715;tabea.ludwig@fresenius-kabi.com;Erhöhte Nachfrage;N/A;N/A;26.02.2026;Ja;Infusionslösung;weder versrel noch verskri
18190834;2199063;LE2026001352;LE2025001933;Änderungsmeldung;02.06.2025;06.11.2026;08.04.2026;Produktionsproblem;Bortezomib STADA 2,5 mg/ml Injektionslösung;L01XX32;Bortezomibmannitol;nein;STADAPHARM GmbH;061016032416;christiane.georgi@stada.de;Probleme in der Herstellung;N/A;Bortezomib STADA 2,5 mg/ml Injektionslösung - Einreichungsnummer: 7008327;05.06.2025;Vorgesehen;Injektionslösung;versrel
02418028;2118422;LE2026001349;LE2025002693;Änderungsmeldung;01.08.2025;31.12.2026;08.04.2026;Sonstige;Cyclocaps Salbutamol 400 µg;R03AC02;Salbutamolsulfat;ja;PB Pharma GmbH;+49 2159 9144 562       ;ariane.globisch@pbpharma.de;Erhöhte Nachfrage;N/A;Cyclocaps Salbutamol 200 µg - Einreichungsnummer: 2118421;31.07.2025;Vorgesehen;Hartkapsel mit Pulver zur Inhalation;versrel
00730721;2146411;LE2026001348;LE2025002691;Änderungsmeldung;01.08.2025;31.12.2026;08.04.2026;Sonstige;Cyclocaps Budesonid 200 µg;R03BA02;Budesonid;ja;PB Pharma GmbH;+49 2159 9144 562       ;ariane.globisch@pbpharma.de;Erhöhte Nachfrage;N/A;Cyclocaps Budesonid 400 µg - Einreichungsnummer: 2146412;31.07.2025;Vorgesehen;Pulver zur Inhalation;weder versrel noch verskri
